,mean,std,2.5q,25q,50q,75q,97.5q,mc err
z_subj.Q2mEAvSQyEQM,0.468617743185371,0.011413274659470157,0.44548787316139243,0.4629676044478375,0.46711624299198456,0.47549247437579817,0.4925599096954481,0.000580091628137141
z_subj.Qjf7kPixAN5S,0.4697704767199683,0.011040503023634725,0.449789427297791,0.4638188499176723,0.46789054723330026,0.47573783954413545,0.4936280756076949,0.0005878510362977028
z_subj.SNL6pT4T0GG2,0.46965326468066076,0.01074957392201285,0.4482954569751451,0.463912087452577,0.46783638654449744,0.4760357598799627,0.4927737044384682,0.0005896120874832168
z_subj.Seoi9ErBmLbz,0.47083327688665394,0.011605012534822514,0.4501776531384123,0.46400927857676005,0.468787083122702,0.4771589672356502,0.49743373757097004,0.0006992521852864477
z_subj.TSOb1FVsC6Gj,0.4659131981935886,0.011004334136356667,0.43982125376829967,0.46147326995312377,0.46549300648348946,0.4727823517016758,0.4855453890659559,0.0006447664028766357
z_subj.V3QbPDaHmegI,0.46750707426541316,0.01107826727673335,0.44337019312089565,0.4625582231383851,0.46624110862866774,0.47411647318835115,0.4901917080680427,0.0006330707182160857
z_subj.VaDNI9pgJd1X,0.46760649158681744,0.010820199887356555,0.4440357761248329,0.46268132010266994,0.4666370804875331,0.47375663368027676,0.4882948227764802,0.000610090722857238
z_subj.Wb2VgDD1oiqn,0.46790148305384205,0.010724457106789709,0.44542505109462066,0.4627565018731466,0.46646297447718993,0.4743465264662137,0.49020855303922145,0.000597637239774486
z_subj.XdNdtPH2gx6g,0.4679588542292901,0.010933119472461136,0.44554717085488454,0.46299265972917936,0.46668689312846207,0.4746128400748428,0.4897403749366118,0.0005894227037678844
z_subj.YJtWDBhIZrfu,0.4687712603836062,0.01051297687057098,0.446910424657418,0.46349067787616455,0.46749440158575845,0.47529100475732594,0.49097892128476195,0.0005963579426365963
z_subj.Yr8fjKtzqBSc,0.4697625985425049,0.011021836576377035,0.44761265421580176,0.4638989414612204,0.4677525126614697,0.4765057544298221,0.49311444801319715,0.0006255186490149263
z_subj.ZyEayYnQuirQ,0.47177688762472814,0.01144393364188738,0.4523948109933721,0.46474019606952394,0.46973825517190215,0.4781051816268227,0.5004502633215565,0.0007060682759543321
