,a(full violation),a(no violation),a(purpose violation),a(text violation),v(full violation),v(no violation),v(purpose violation),v(text violation),t,z_trans(full violation),z_trans(no violation),z_trans(purpose violation),z_trans(text violation)
917,3.942436664729862,3.7133112921329956,3.2247999690575586,3.3474239213515884,1.0642185288015193,-1.1077473503791453,-0.4795055336040612,0.20328600976677474,0.6875352229030227,-0.023018203709968474,0.18423532755874295,0.28672054128869817,0.03006991229928968
918,3.9249051195646842,3.7219298810062815,3.2718778930575603,3.4094512742191974,1.006287443452999,-1.0901922734757685,-0.5067949145865603,0.2255881289368866,0.6744900043459134,-0.03918483832581775,0.1904622787228237,0.32146411613680065,-0.014819218326473774
919,3.72718987340556,3.808723523710161,3.2326816048692613,3.3621141423318828,1.0104752035129687,-1.0890030544995584,-0.48362233380548014,0.2221357364876595,0.6832570327075291,-0.0949327349688279,0.13722821808627023,0.2914102785962343,-0.021900568412004676
920,3.816922412201011,3.80149209210937,3.2476030687466517,3.35123564778663,1.0822788966070624,-1.0796364694959293,-0.4729108795862277,0.25925475818725824,0.6808876255416958,-0.19205426020560853,0.14244460481713178,0.25516895680677315,-0.06478460332104516
921,3.9128939897691115,3.7228541885267523,3.2408795536667476,3.377129980173161,1.040665209314387,-1.0989082250930793,-0.48375395017190076,0.23156270244121266,0.6609994602942718,-0.0967771291252082,0.24467860485279935,0.3178930158636256,-0.03626368978368514
922,3.861858263098046,3.905898226029797,3.2543126347013804,3.3486524674331144,1.0352935562868413,-1.1436398039581017,-0.4901230316537922,0.24124113140631265,0.6684321800335572,-0.10390024731974573,0.1284040340225689,0.27579552797022355,-0.05581170226732479
923,3.8313827340716684,3.8554624247519995,3.2211912449201936,3.3621542495178725,1.0257376525193695,-1.1387574856898,-0.4997316194826748,0.23183293313278158,0.6669574617543956,-0.12243018968135574,0.2275131247557876,0.33470150394945425,-0.012576635633988826
924,3.8716138190044123,3.815977487830957,3.2775348495042382,3.3475669763951887,1.0699389842994158,-1.089835321816091,-0.532565835018094,0.22595372159572116,0.6681110561447148,-0.12413153556304642,0.156329133233462,0.3597355002166019,-0.018161570384668743
925,3.8318477999573064,3.845958538941795,3.2454913714470814,3.383850579928988,1.0372615957705986,-1.1383689986410421,-0.4737611615758383,0.22175540383723905,0.6679714112833129,-0.13518035977232062,0.17449490979528806,0.24074229452081233,-0.0030231508518139133
926,3.8498269116101214,3.8841481212564415,3.298088329942152,3.358320687156803,1.0584979116373576,-1.1354880617028749,-0.5135327169890155,0.25205267918908,0.6417173229732942,-0.15050194863025057,0.22076656265038536,0.30981615064761914,-0.11499597474154008
927,3.8439758650403735,3.9345939769837357,3.314075541331609,3.4061633027707754,1.0454540678811637,-1.1208924626583028,-0.48173024521217905,0.23560517915061394,0.6650402245947508,-0.127142435153879,0.1289574347697201,0.2828946648129784,-0.052090614314823896
928,3.8347863171309697,3.8491415627635823,3.256008115359919,3.3718708719508563,1.029981519275395,-1.1165482933708886,-0.5052823856024397,0.21784528055822688,0.6740286954647828,-0.1316617290696545,0.13476931390389932,0.3206699619665439,0.019158738665324998
929,3.8247586594688108,3.923089269465901,3.241140735466345,3.321073852509874,1.0109671436523957,-1.0661232157182554,-0.4669241228043485,0.2225280298602535,0.6593984449259577,-0.1115454413387418,0.09931496485548245,0.2603943783494429,-0.01996784665714921
930,3.8657672278113187,3.8713468516875467,3.2413064588884417,3.350024227388448,1.062512429745651,-1.1151847459973445,-0.4732001177639728,0.18108846727533504,0.6903837174812444,-0.07637560622081513,0.10679208449149136,0.2760665711568048,0.044759871274665367
931,3.890597657255458,3.9805265336367683,3.2194540930017714,3.353409617322926,1.0524056874044292,-1.0991769542845728,-0.4922344912173595,0.23397059518898844,0.6658953160015825,-0.0700290484490952,0.10244751355483027,0.2885233296773046,0.02734103599955917
932,3.770553391365647,3.9292432229009346,3.26375563490852,3.343438884031631,1.0228606162928024,-1.115794935801969,-0.5468847850793185,0.2280299340377809,0.6790452697695539,-0.09472763543514251,0.13429983410476592,0.3679603986577275,-0.04686020938651206
