,mean,std,2.5q,25q,50q,75q,97.5q,mc err
t_subj.jkMWKBfbNm89,0.18886081306494387,0.05707806357857342,0.06998203697127373,0.14689773326141575,0.19593283649554463,0.23233052148638356,0.28395443062401327,0.004588296732363713
t_subj.lYX7ZRvDXlCB,0.1937970082603656,0.06681574005691783,0.06876161622804988,0.15059034572322372,0.19091358677892117,0.23504339760036375,0.33877067969833197,0.005116497066215255
t_subj.oVBDbrLOM3N4,0.32459225393955177,0.17304010521811253,0.06825294675393034,0.19461309252731868,0.2804840764657768,0.4336912648342651,0.6405191700194428,0.016230076072853948
t_subj.pmFs7MfKf2zJ,0.13981663616888626,0.06153730254341834,0.029828195046110097,0.0937008999904426,0.13634017655585756,0.18184596765674726,0.26725283187689397,0.0041540589509110205
t_subj.pw7CJaa5hzve,0.6609192268221852,0.028207512624133443,0.5928949724091724,0.6500916699568798,0.6653047758396841,0.6779449700065493,0.7001680639847137,0.0011691128876263617
t_subj.qZqT39zakszM,0.6838167824474022,0.028743223897054495,0.6172168291957408,0.6673436593071657,0.6880849818234451,0.703624103378238,0.7299815878848397,0.0006693054744678023
t_subj.sIvKDF2pkNly,0.28180224882601035,0.02658942811618873,0.21724200430473617,0.2716467761873426,0.28504069948607347,0.29657267167343293,0.3195692485440532,0.0016685771975681845
t_subj.sgw1PPX1s04D,0.616791934736297,0.031029272291208627,0.5449692378987113,0.5997189798766235,0.6194632255799096,0.6373139133506829,0.6691109281111531,0.000975739463889555
t_subj.tatdpUSNjhmJ,0.43058338724894735,0.03890890468536107,0.34727563741494627,0.4059930574719908,0.43327917756097467,0.4579170449468474,0.4994647156730834,0.002542201141622915
t_subj.uxHhEDdcx96G,0.5558035042917859,0.040954658297477395,0.4189305138008855,0.5517360424883109,0.5665379649054328,0.5782874308517645,0.5971710421217067,0.0024680998164475845
t_subj.vaw4Oar5AzRL,0.4736454387654718,0.060171351843629574,0.2866547694354051,0.456739893943042,0.4930215039999015,0.5121461216855225,0.5376367771985147,0.005022303772718462
t_subj.ve2ZsUxKhbqf,0.1627476528743956,0.08740643760997201,0.04087970775997596,0.10519626914279281,0.14447692032233367,0.19373357316586387,0.39003084526923926,0.0067069395537288886
t_subj.vjarSw5JzNXk,0.48198027113168573,0.13376633428482457,0.09423473156850806,0.49383492089001957,0.5322865096526381,0.555739235446612,0.590393917091665,0.012607655711337831
t_subj.wVICZPSLJ8KW,0.12729930049571458,0.06077495886084879,0.022089085666544928,0.0817480125718127,0.12444937342456398,0.16932301933546223,0.25154380681917027,0.002911738093509501
t_subj.xV0pSB7wY6E2,0.3691093073503651,0.07409936310813044,0.1745734035407749,0.3365968483533671,0.3931891016472265,0.4230520373139191,0.4575193054964976,0.0061310682024454865
v_Intercept,3.4648132089818167,0.14790668040701818,3.161864813841766,3.3688035887977517,3.461699174357312,3.56583234443054,3.760910016056901,0.007572448179234142
v_Intercept_std,1.1454726896907883,0.11516093623227011,0.9353029549762015,1.0666799602456158,1.1395941347723557,1.2192293035378754,1.3781526304923213,0.0063061072744735654
v_Intercept_subj.00wnwvwLHBIk,2.148660296043311,0.24857945372076656,1.668492252532071,1.9774723339523752,2.156620943972363,2.3126805802663553,2.6265246446074557,0.00823212494112578
v_Intercept_subj.0ALnIzl1ydE6,2.0019856071825064,0.2686320095348275,1.5230359869991432,1.8225511413005746,1.9947574712402132,2.1603816447903395,2.560985316801317,0.011372729668827112
v_Intercept_subj.0GabPL5vHH8P,2.8683640190253192,0.4271527937140063,2.178801428321732,2.5782336205946774,2.822585190955061,3.096172251336135,3.8703698528368387,0.02772928576244608
v_Intercept_subj.0VVhHyPBOh8x,4.2661537587765626,0.529594082342947,3.147515519497183,3.93647362488773,4.2931935634934835,4.637963348140553,5.238206176820999,0.03814687250576766
v_Intercept_subj.1YT4qLD19kvV,3.070187070194666,0.7074204503805539,1.9577811455734628,2.4399254791193434,3.0402609175351607,3.6554274577273977,4.341446899592711,0.06343084479416582
v_Intercept_subj.38HjYDEebF7Q,4.756927729584917,0.44078985312875174,3.8825103377358956,4.480793643681643,4.746887480062768,5.047232592514079,5.637092922492093,0.029746851189472522
v_Intercept_subj.3m9MitiUNkLe,2.5015815908095997,0.3023474687612853,1.9494984770648938,2.289960110669236,2.480770898678415,2.6950029123190844,3.16589555277447,0.01126360142311513
